id,text,text_clean,department,source
444,Dead animal carcass lying on the road near Aiginia for more than a week. Extremely unhygienic.,dead animal carcass lie road aiginia week extremely unhygienic,Sanitation,synthetic
445,The main water supply valve near Sambalpur is stuck and causing low pressure issues.,main water supply valve sambalpur stuck cause low pressure issue,Water,synthetic
446,The underground water pipeline near Jaydev Vihar is broken and water is gushing out.,underground water pipeline jaydev vihar break water gush,Water,synthetic
447,Water pipeline near Sishu Bhawan Chowk has developed multiple leaks causing waterlogging.,water pipeline sishu bhawan chowk develop multiple leak cause waterlogging,Water,synthetic
448,Garbage collection workers have not come to Cuttack even after multiple complaints. Rats are appearing.,garbage collection worker not come cuttack multiple complaint rat appear,Sanitation,synthetic
449,Potholes on the road to Bomikhal have still not been filled for more than a week. the whole locality is inconvenienced.,pothole road bomikhal not fill week locality inconvenience,Roads,synthetic
450,Wrong side driving near Master Canteen Square is rampant. No enforcement whatsoever.,wrong drive master canteen square rampant no enforcement whatsoever,Traffic,synthetic
451,The sewer line near Master Canteen Square is blocked causing overflow on the main road. children are at risk.,sewer line master canteen square block cause overflow main road child risk,Sanitation,synthetic
452,High tension wire near Aiginia is passing very low over the road. Very dangerous.,high tension wire aiginia pass low road dangerous,Electricity,synthetic
453,Footpath near Kalinga Nagar occupied by vendors forcing pedestrians on the road.,footpath kalinga nagar occupy vendor force pedestrian road,Traffic,synthetic
454,Heavy potholes on Brahmapur marg are causing accidents even after multiple complaints.,heavy pothole brahmapur marg cause accident multiple complaint,Roads,synthetic
455,Auto rickshaws are blocking the entire road near Chandrasekharpur marg every evening.,auto rickshaw block entire road chandrasekharpur marg evening,Traffic,synthetic
456,New electricity connection applied for near Bomikhal but not provided for three days.,new electricity connection apply bomikhal not provide day,Electricity,synthetic
457,Dead animal carcass lying on the road near Barmunda since Monday. Extremely unhygienic.,dead animal carcass lie road barmunda monday extremely unhygienic,Sanitation,synthetic
458,The streetlight near Patia has been not working again and again. this needs to be fixed immediately.,streetlight patia not work need fix immediately,Electricity,synthetic
459,Joggers track in Sambalpur park is full of potholes and cracks.,jogger track sambalpur park pothole crack,Parks,synthetic
460,Sewage drain near Bomikhal is blocked and water is overflowing on the road. please take immediate action.,sewage drain bomikhal block water overflow road,Sanitation,synthetic
461,Dirty and foul-smelling water is coming from taps in Khandagiri for more than a week. children are at risk.,dirty foul smelling water come tap khandagiri week child risk,Water,synthetic
462,Power supply fluctuates heavily near Dumduma causing damage to electronic devices.,power supply fluctuate heavily dumduma cause damage electronic device,Electricity,synthetic
463,Garbage near Vani Vihar nagar has been burning for two days. Air is polluted.,garbage vani vihar nagar burn day air pollute,Sanitation,synthetic
464,No water supply in our area near Jaydev Vihar since the maintenance work started again and again.,no water supply jaydev vihar maintenance work start,Water,synthetic
465,The main arterial road near Puri has not been repaired since Monday. children are at risk.,main arterial road puri not repair monday child risk,Roads,synthetic
466,Road cutting work was done near Chandrasekharpur but it has not been repaired again and again.,road cutting work chandrasekharpur not repair,Roads,synthetic
467,The fountain in Sishu Bhawan Chowk park has not been working for two weeks now. It is a public attraction.,fountain sishu bhawan chowk park not work week public attraction,Parks,synthetic
468,There is a live electric wire lying on the road near Unit-4. Very dangerous. urgent attention required.,live electric wire lie road unit dangerous urgent attention require,Electricity,synthetic
469,Concrete road near Rourkela has developed cracks and is sinking in some areas.,concrete road rourkela develop crack sink area,Roads,synthetic
470,Construction debris has been dumped on the road near Aiginia repeatedly. motorists are in danger.,construction debris dump road aiginia repeatedly motorist danger,Roads,synthetic
471,The road from Nayapalli to the main highway is in terrible condition.,road nayapalli main highway terrible condition,Roads,synthetic
472,We have not received water supply in Acharya Vihar for over a week. daily commuters are suffering.,not receive water supply acharya vihar week daily commuter suffer,Water,synthetic
473,The nullah near Bhubaneswar Old Town has not been desilted for two weeks now. Flooding is certain this monsoon.,nullah bhubaneswar old town not desilte week flood certain monsoon,Sanitation,synthetic
474,There is a huge crater on the main road near Patia for three days. the situation is getting worse daily.,huge crater main road patia day situation get bad daily,Roads,synthetic
475,Garbage near Puri nagar has been burning for two days. Air is polluted.,garbage puri nagar burn day air pollute,Sanitation,synthetic
476,Power supply restored after 8 hours but now going off again near Saheed Nagar. elderly people are affected.,power supply restore hour go saheed nagar elderly people affect,Electricity,synthetic
477,The countdown timer on traffic signal near Rasulgarh is not working even after multiple complaints.,countdown timer traffic signal rasulgarh not work multiple complaint,Traffic,synthetic
478,Drainage channel near Kalinga Nagar has not been cleaned repeatedly. Stagnant water everywhere.,drainage channel kalinga nagar not clean repeatedly stagnant water,Sanitation,synthetic
479,Power supply fluctuates heavily near Puri causing damage to electronic devices.,power supply fluctuate heavily puri cause damage electronic device,Electricity,synthetic
480,Dirty and foul-smelling water is coming from taps in Cuttack even after multiple complaints. the situation is getting worse daily.,dirty foul smelling water come tap cuttack multiple complaint situation get bad daily,Water,synthetic
481,"Garbage van in Brahmapur colony is coming only every 3 days, waste is building up.",garbage van brahmapur colony come day waste build,Sanitation,synthetic
482,There is a leaking water main near Kalinga Nagar street. Please fix urgently.,leak water main kalinga nagar street fix urgently,Water,synthetic
483,There has been no water supply in Bomikhal since Monday. it is causing inconvenience to residents.,no water supply bomikhal monday cause inconvenience resident,Water,synthetic
484,The road near Unit-6 is full of potholes making two wheelers prone to accidents.,road unit pothole make wheeler prone accident,Roads,synthetic
485,Wrong side driving near Sambalpur is rampant. No enforcement whatsoever.,wrong drive sambalpur rampant no enforcement whatsoever,Traffic,synthetic
486,The drain near Rourkela is overflowing with sewage even after multiple complaints. children are at risk.,drain rourkela overflow sewage multiple complaint child risk,Sanitation,synthetic
487,Public toilet near IRC Village is broken and overflowing for over a week. the whole locality is inconvenienced.,public toilet irc village break overflow week locality inconvenience,Sanitation,synthetic
488,Park near Nayapalli has a broken compound wall. Outsiders are misusing it at night.,park nayapalli break compound wall outsider misuse night,Parks,synthetic
489,The road from Dumduma to the main highway is in terrible condition.,road dumduma main highway terrible condition,Roads,synthetic
490,Concrete road near Brahmapur has developed cracks and is sinking in some areas.,concrete road brahmapur develop crack sink area,Roads,synthetic
491,Sewer overflow from the drain near Brahmapur is entering residential buildings.,sewer overflow drain brahmapur enter residential building,Sanitation,synthetic
492,Potholes on the road to Vani Vihar have still not been filled for two weeks now. it is a public safety hazard.,pothole road vani vihar not fill week public safety hazard,Roads,synthetic
493,Frequent voltage fluctuations in Patia are damaging our appliances for the past four days.,frequent voltage fluctuation patia damage appliance past day,Electricity,synthetic
494,There has been no water supply in Patia for three days. it is a public safety hazard.,no water supply patia day public safety hazard,Water,synthetic
495,Garbage collection workers have not come to Khandagiri for the past four days. Rats are appearing.,garbage collection worker not come khandagiri past day rat appear,Sanitation,synthetic
496,Loose garbage and plastic near IRC Village is blocking the roadside drain.,loose garbage plastic irc village block roadside drain,Sanitation,synthetic
497,The park lights in Tamando have been broken for the past four days. Park is unsafe after dark.,park light tamando break past day park unsafe dark,Parks,synthetic
498,The electricity distribution box near Master Canteen Square is exposed and unlocked. Danger risk.,electricity distribution box master canteen square expose unlocked danger risk,Electricity,synthetic
499,The overhead water tank in Rasulgarh is leaking and overflowing on the road.,overhead water tank rasulgarh leak overflow road,Water,synthetic
500,Garbage near Rourkela chowk has been burning for two days. Air is polluted.,garbage rourkela chowk burn day air pollute,Sanitation,synthetic
501,No zebra crossing near Bhubaneswar Old Town school. Children risk their life daily. urgent attention required.,no zebra crossing bhubaneswar old town school child risk life daily urgent attention require,Traffic,synthetic
502,Drainage channel near Jaydev Vihar has not been cleaned for more than a week. Stagnant water everywhere.,drainage channel jaydev vihar not clean week stagnant water,Sanitation,synthetic
503,The park near Bhubaneswar Old Town has not been maintained for more than a week. Grass is overgrown.,park bhubaneswar old town not maintain week grass overgrow,Parks,synthetic
504,Sewage is mixing with drinking water supply in Acharya Vihar. Very serious. children are at risk.,sewage mix drinking water supply acharya vihar child risk,Water,synthetic
505,The electricity distribution box near Unit-4 is exposed and unlocked. Danger risk.,electricity distribution box unit expose unlocked danger risk,Electricity,synthetic
506,Garbage dumping near Tamando is happening illegally and nobody is stopping it.,garbage dumping tamando happen illegally stop,Sanitation,synthetic
507,Water coming from the taps in Sambalpur is brown and unfit for drinking. urgent attention required.,water come tap sambalpur brown unfit drink urgent attention require,Water,synthetic
508,Heavy potholes on Bomikhal nagar are causing accidents for two weeks now.,heavy pothole bomikhal nagar cause accident week,Roads,synthetic
509,Garbage dumping near Aiginia is happening illegally and nobody is stopping it.,garbage dumping aiginia happen illegally stop,Sanitation,synthetic
510,Joggers track in Rasulgarh park is full of potholes and cracks.,jogger track rasulgarh park pothole crack,Parks,synthetic
511,Waste dumped near Vani Vihar flyover is attracting stray dogs and creating hazard.,waste dump vani vihar flyover attract stray dog create hazard,Sanitation,synthetic
512,The traffic signal near Jaydev Vihar has been blinking yellow for over a week. children are at risk.,traffic signal jaydev vihar blink yellow week child risk,Traffic,synthetic
513,Park near IRC Village has a broken compound wall. Outsiders are misusing it at night.,park irc village break compound wall outsider misuse night,Parks,synthetic
514,The road near Nayapalli is completely dark at night and full of potholes. we have been suffering daily.,road nayapalli completely dark night pothole suffer daily,Roads,synthetic
515,Dead animal carcass lying on the road near Unit-6 for three days. Extremely unhygienic.,dead animal carcass lie road unit day extremely unhygienic,Sanitation,synthetic
516,The street near Acharya Vihar is completely broken with multiple potholes. motorists are in danger.,street acharya vihar completely break multiple pothole motorist danger,Roads,synthetic
517,The road near Aiginia is completely dark at night and full of potholes. elderly people are affected.,road aiginia completely dark night pothole elderly people affect,Roads,synthetic
518,Sewage is mixing with drinking water supply in Unit-6. Very serious. please take immediate action.,sewage mix drinking water supply unit,Water,synthetic
519,Old water pipes in IRC Village are rusting and contaminating drinking water supply.,old water pipe irc village rusting contaminate drink water supply,Water,synthetic
520,Garbage collection truck near Sishu Bhawan Chowk is coming once a week instead of daily.,garbage collection truck sishu bhawan chowk come week instead daily,Sanitation,synthetic
521,Public toilet near Sambalpur is broken and overflowing for the past four days. it is causing inconvenience to residents.,public toilet sambalpur break overflow past day cause inconvenience resident,Sanitation,synthetic
522,Overhead electric cable near Unit-4 is sagging very low. Vehicles might touch it.,overhead electric cable unit sag low vehicle touch,Electricity,synthetic
523,Water coming from the taps in Bomikhal is brown and unfit for drinking. urgent attention required.,water come tap bomikhal brown unfit drink urgent attention require,Water,synthetic
524,Road maintenance work near Saheed Nagar was started but left incomplete for two weeks now.,road maintenance work saheed nagar start leave incomplete week,Roads,synthetic
525,The fountain in Puri park has not been working repeatedly. It is a public attraction.,fountain puri park not work repeatedly public attraction,Parks,synthetic
526,The garden near Vani Vihar has dead plants that have not been replaced even after multiple complaints.,garden vani vihar dead plant not replace multiple complaint,Parks,synthetic
527,Power supply fluctuates heavily near Barmunda causing damage to electronic devices.,power supply fluctuate heavily barmunda cause damage electronic device,Electricity,synthetic
528,Broken street light near Jaydev Vihar school is causing safety concern for students.,broken street light jaydev vihar school cause safety concern student,Electricity,synthetic
529,The transformer near Patia has been making loud noise and sparking even after multiple complaints.,transformer patia make loud noise spark multiple complaint,Electricity,synthetic
530,Water pipeline near Dumduma has developed multiple leaks causing waterlogging.,water pipeline dumduma develop multiple leak cause waterlogging,Water,synthetic
531,Power supply fluctuates heavily near Tamando causing damage to electronic devices.,power supply fluctuate heavily tamando causing damage electronic device,Electricity,synthetic
532,Construction debris has been dumped on the road near Aiginia since last month. there could be a serious accident.,construction debris dump road aiginia month accident,Roads,synthetic
533,Open garbage dumping is happening near Saheed Nagar road. Foul smell everywhere.,open garbage dumping happen sahee nagar road foul smell,Sanitation,synthetic
534,Garbage near Puri colony has been burning for two days. Air is polluted.,garbage puri colony burn day air pollute,Sanitation,synthetic
535,Loose garbage and plastic near Nayapalli is blocking the roadside drain.,loose garbage plastic nayapalli block roadside drain,Sanitation,synthetic
536,New electricity connection applied for near Rasulgarh but not provided since last week.,new electricity connection apply rasulgarh not provide week,Electricity,synthetic
537,The electricity distribution box near Jaydev Vihar is exposed and unlocked. Danger risk.,electricity distribution box jaydev vihar expose unlocked danger risk,Electricity,synthetic
538,The road in Barmunda colony has completely broken down after the monsoon. the situation is getting worse daily.,road barmunda colony completely break monsoon situation get bad daily,Roads,synthetic
539,Sewage drain near Tamando is blocked and water is overflowing on the road. the whole locality is inconvenienced.,sewage drain tamando block water overflow road locality inconvenience,Sanitation,synthetic
540,The chowk near Sishu Bhawan Chowk is completely broken with multiple potholes. it is causing inconvenience to residents.,chowk sishu bhawan chowk completely break multiple pothole cause inconvenience resident,Roads,synthetic
541,There has been no water supply in Unit-4 since last month. the situation is getting worse daily.,no water supply unit month situation get bad daily,Water,synthetic
542,"The signal near Nayapalli has been blinking yellow for three days, it is chaos at peak hour.",signal nayapalli blink yellow day chaos peak hour,Traffic,synthetic
543,Water pressure is very low in Patia colony. We are not getting enough water.,water pressure low patia colony not get water,Water,synthetic
544,The park in Brahmapur has broken benches and no lights. Unsafe at night.,park brahmapur break bench no light unsafe night,Parks,synthetic
545,Road near Unit-6 gets flooded every time it rains due to poor surface drainage.,road unit get flood time rain poor surface drainage,Roads,synthetic
546,Overgrown bushes in Aiginia park are becoming shelter for antisocial elements.,overgrown bush aiginia park shelter antisocial element,Parks,synthetic
547,The park lights in Saheed Nagar have been broken for more than a week. Park is unsafe after dark.,park light saheed nagar break week park unsafe dark,Parks,synthetic
548,Public toilet near Nayapalli is broken and overflowing since Monday. the whole locality is inconvenienced.,public toilet nayapalli break overflowing monday locality inconvenience,Sanitation,synthetic
549,Joggers track in Kalinga Nagar park is full of potholes and cracks.,jogger track kalinga nagar park pothole crack,Parks,synthetic
550,There is a live electric wire lying on the road near Saheed Nagar. Very dangerous. daily commuters are suffering.,live electric wire lie road saheed nagar dangerous daily commuter suffer,Electricity,synthetic
551,There is a huge crater on the main road near Rasulgarh for two weeks now. elderly people are affected.,huge crater main road rasulgarh week elderly people affect,Roads,synthetic
552,Electric pole in Tamando colony is leaning and might fall during rain. we have been suffering daily.,electric pole tamando colony lean fall rain suffer daily,Electricity,synthetic
553,Broken road near Kalinga Nagar is flooded with water during rains. elderly people are affected.,break road kalinga nagar flood water rain elderly people affect,Roads,synthetic
554,The colony near Jaydev Vihar is completely broken with multiple potholes. the situation is getting worse daily.,colony jaydev vihar completely break multiple pothole situation get bad daily,Roads,synthetic
555,The traffic signal at Rourkela crossroad has been dark for more than a week. Manual control needed.,traffic signal rourkela crossroad dark week manual control need,Traffic,synthetic
556,The electricity distribution box near Khandagiri is exposed and unlocked. Danger risk.,electricity distribution box khandagiri expose unlocked danger risk,Electricity,synthetic
557,The footpath on Aiginia square is broken and dangerous for pedestrians.,footpath aiginia square break dangerous pedestrian,Roads,synthetic
558,Concrete road near Chandrasekharpur has developed cracks and is sinking in some areas.,concrete road chandrasekharpur develop crack sink area,Roads,synthetic
559,Road rage incidents near IRC Village junction are increasing due to no signals.,road rage incident irc village junction increase no signal,Traffic,synthetic
560,Water pipe near Saheed Nagar burst during road construction and has not been repaired.,water pipe saheed nagar burst road construction not repair,Water,synthetic
561,Dirty and foul-smelling water is coming from taps in Dumduma again and again. elderly people are affected.,dirty foul smelling water come tap dumduma elderly people affect,Water,synthetic
562,The traffic signal near Chandrasekharpur has been blinking yellow even after multiple complaints. the situation is getting worse daily.,traffic signal chandrasekharpur blink yellow multiple complaint situation get bad daily,Traffic,synthetic
563,Garbage collection truck near Brahmapur is coming once a week instead of daily.,garbage collection truck brahmapur come week instead daily,Sanitation,synthetic
564,Electricity transformer near Sambalpur has broken down since last week. Whole street affected.,electricity transformer sambalpur break week street affect,Electricity,synthetic
565,"A water pipeline near IRC Village is leaking heavily, causing road damage too.",water pipeline irc village leak heavily cause road damage,Water,synthetic
566,There is a leaking water main near Rourkela colony. Please fix urgently.,leak water main rourkela colony fix urgently,Water,synthetic
567,Night time racing of vehicles near Cuttack is a serious safety issue. children are at risk.,night time racing vehicle cuttack safety issue child risk,Traffic,synthetic
568,There is no traffic signal at the junction near Dumduma. Accidents are happening.,no traffic signal junction dumduma accident happen,Traffic,synthetic
569,The road near Saheed Nagar is full of potholes making two wheelers prone to accidents.,road saheed nagar pothole make wheeler prone accident,Roads,synthetic
570,Road dividers on Jaydev Vihar nagar are broken and posing danger to motorists.,road divider jaydev vihar nagar break pose danger motorist,Roads,synthetic
571,Power supply restored after 8 hours but now going off again near Master Canteen Square. children are at risk.,power supply restore hour go master canteen square child risk,Electricity,synthetic
572,No drinking water in Chandrasekharpur colony for two weeks now. Residents are buying water at high cost.,no drinking water chandrasekharpur colony week resident buy water high cost,Water,synthetic
573,High tension wire near Tamando is passing very low over the road. Very dangerous.,high tension wire tamando pass low road dangerous,Electricity,synthetic
574,Speed breaker near Bhubaneswar Old Town has no markings and is causing accidents.,speed breaker bhubaneswar old town no marking cause accident,Roads,synthetic
575,Garbage collection workers have not come to Unit-4 for two weeks now. Rats are appearing.,garbage collection worker not come unit week rat appear,Sanitation,synthetic
576,There is a live electric wire lying on the road near Dumduma. Very dangerous. motorists are in danger.,live electric wire lie road dumduma dangerous motorist danger,Electricity,synthetic
577,The main arterial road near Tamando has not been repaired since last month. it is causing inconvenience to residents.,main arterial road tamando not repair month cause inconvenience resident,Roads,synthetic
578,"Garbage van in Rourkela colony is coming only every 3 days, waste is building up.",garbage van rourkela colony come day waste build,Sanitation,synthetic
579,Heavy potholes on Sambalpur nagar are causing accidents for over a week.,heavy pothole sambalpur nagar cause accident week,Roads,synthetic
580,Speed breaker near Master Canteen Square has no markings and is causing accidents.,speed breaker master canteen square no marking cause accident,Roads,synthetic
581,Bus stop near Sishu Bhawan Chowk has no shelter. Buses also stop in middle of road causing jam.,bus stop sishu bhawan chowk no shelter bus stop middle road cause jam,Traffic,synthetic
582,Water pipeline near Puri has developed multiple leaks causing waterlogging.,water pipeline puri develop multiple leak cause waterlogging,Water,synthetic
583,Electric pole in Vani Vihar colony is leaning and might fall during rain. there could be a serious accident.,electric pole vani vihar colony lean fall rain accident,Electricity,synthetic
584,Open drainage near Puri is breeding mosquitoes. Residents are falling sick.,open drainage puri breed mosquito resident fall sick,Sanitation,synthetic
585,Concrete road near Saheed Nagar has developed cracks and is sinking in some areas.,concrete road saheed nagar develop crack sink area,Roads,synthetic
586,The overhead water tank in Kalinga Nagar is leaking and overflowing on the road.,overhead water tank kalinga nagar leak overflow road,Water,synthetic
587,Stray dogs have occupied the park near Saheed Nagar. Children cannot play safely.,stray dog occupy park saheed nagar child not play safely,Parks,synthetic
588,Auto rickshaws are blocking the entire road near Barmunda marg every evening.,auto rickshaw block entire road barmunda marg evening,Traffic,synthetic
589,Bus stop near Barmunda has no shelter. Buses also stop in middle of road causing jam.,bus stop barmunda no shelter bus stop middle road cause jam,Traffic,synthetic
590,Road near Sishu Bhawan Chowk gets flooded every time it rains due to poor surface drainage.,road sishu bhawan chowk get flood time rain poor surface drainage,Roads,synthetic
591,Large potholes near Bhubaneswar Old Town are causing traffic diversions for the past four days.,large pothole bhubaneswar old town cause traffic diversion past day,Roads,synthetic
592,Drain near Unit-4 is choked with plastic waste. Sewage spilling on footpath.,drain unit choke plastic waste sewage spill footpath,Sanitation,synthetic
593,There is a leaking water main near Kalinga Nagar nagar. Please fix urgently.,leak water main kalinga nagar nagar fix urgently,Water,synthetic
594,Water pipeline near Vani Vihar has developed multiple leaks causing waterlogging.,water pipeline vani vihar develop multiple leak cause waterlogging,Water,synthetic
595,Garbage collection workers have not come to Vani Vihar since Monday. Rats are appearing.,garbage collection worker not come vani vihar monday rat appear,Sanitation,synthetic
596,The park near Puri has broken swings and slides. Children are getting injured.,park puri break swing slide child get injure,Parks,synthetic
597,The park in Saheed Nagar has broken benches and no lights. Unsafe at night.,park saheed nagar break bench no light unsafe night,Parks,synthetic
598,Electricity transformer near Chandrasekharpur has broken down still not fixed. Whole street affected.,electricity transformer chandrasekharpur break not fix street affect,Electricity,synthetic
599,The sewer line near Chandrasekharpur is blocked causing overflow on the main road. there could be a serious accident.,sewer line chandrasekharpur block cause overflow main road accident,Sanitation,synthetic
600,There is a live electric wire lying on the road near Puri. Very dangerous. it is a public safety hazard.,live electric wire lie road puri dangerous public safety hazard,Electricity,synthetic
601,Night time racing of vehicles near Tamando is a serious safety issue. urgent attention required.,night time racing vehicle tamando safety issue urgent attention require,Traffic,synthetic
602,Speeding vehicles on Dumduma square are a constant threat. Need speed breaker.,speed vehicle dumduma square constant threat need speed breaker,Traffic,synthetic
603,Our electricity bill near Tamando has come 3 times higher than normal without reason.,electricity bill tamando come time high normal reason,Electricity,synthetic
604,Sewage is mixing with drinking water supply in Tamando. Very serious. there could be a serious accident.,sewage mix drinking water supply tamando accident,Water,synthetic
605,The park near Rourkela has not been maintained for more than a week. Grass is overgrown.,park rourkela not maintain week grass overgrow,Parks,synthetic
606,Broken street light near Master Canteen Square school is causing safety concern for students.,broken street light master canteen square school cause safety concern student,Electricity,synthetic
607,There is frequent power cut in Cuttack even after multiple complaints. it is a public safety hazard.,frequent power cut cuttack multiple complaint public safety hazard,Electricity,synthetic
608,The road divider near Bomikhal is broken and there is no barricading. the whole locality is inconvenienced.,road divider bomikhal break no barricading locality inconvenience,Roads,synthetic
609,The traffic signal near Sambalpur is not working for two weeks now. Huge traffic jams forming.,traffic signal sambalpur not work week huge traffic jam form,Traffic,synthetic
610,Concrete road near Brahmapur has developed cracks and is sinking in some areas.,concrete road brahmapur develop crack sink area,Roads,synthetic
611,Sewage is mixing with drinking water supply in Sishu Bhawan Chowk. Very serious. there could be a serious accident.,sewage mix drinking water supply sishu bhawan chowk accident,Water,synthetic
612,New electricity connection applied for near Unit-4 but not provided again and again.,new electricity connection apply unit not provide,Electricity,synthetic
613,Heavy potholes on Acharya Vihar road are causing accidents again and again.,heavy pothole acharya vihar road cause accident,Roads,synthetic
614,The park lights in Unit-6 have been broken since Monday. Park is unsafe after dark.,park light unit break monday park unsafe dark,Parks,synthetic
615,Water pressure is very low in Dumduma chowk. We are not getting enough water.,water pressure low dumduma chowk not get water,Water,synthetic
616,Water pipeline near Saheed Nagar has developed multiple leaks causing waterlogging.,water pipeline saheed nagar develop multiple leak cause waterlogging,Water,synthetic
617,Potholes on the road to Unit-6 have still not been filled still not fixed. we have been suffering daily.,pothole road unit not fill not fix suffer daily,Roads,synthetic
618,Garbage has not been collected in Unit-6 still not fixed. there could be a serious accident.,garbage not collect unit not fix accident,Sanitation,synthetic
619,Overhead electric cable near Unit-6 is sagging very low. Vehicles might touch it.,overhead electric cable unit sag low vehicle touch,Electricity,synthetic
620,Concrete road near Khandagiri has developed cracks and is sinking in some areas.,concrete road khandagiri develop crack sink area,Roads,synthetic
621,There has been no water supply in Unit-6 for two weeks now. the situation is getting worse daily.,no water supply unit week situation get bad daily,Water,synthetic
622,The electric meter box near Master Canteen Square is open and exposed to rain. Safety risk.,electric meter box master canteen square open expose rain safety risk,Electricity,synthetic
623,Broken street light near Unit-4 school is causing safety concern for students.,broken street light unit school cause safety concern student,Electricity,synthetic
624,We have not received water supply in Khandagiri since last month. children are at risk.,not receive water supply khandagiri month child risk,Water,synthetic
625,Road cutting work was done near Bomikhal but it has not been repaired for over a week.,road cutting work bomikhal not repair week,Roads,synthetic
626,No road marking or lane discipline near Master Canteen Square. Total traffic disorder.,no road mark lane discipline master canteen square total traffic disorder,Traffic,synthetic
627,Broken road near Puri is flooded with water during rains. there could be a serious accident.,break road puri flood water rain accident,Roads,synthetic
628,The park near Acharya Vihar has not been maintained repeatedly. Grass is overgrown.,park acharya vihar not maintain repeatedly grass overgrow,Parks,synthetic
629,The colony near Bomikhal is completely broken with multiple potholes. urgent attention required.,colony bomikhal completely break multiple pothole urgent attention require,Roads,synthetic
630,The park in Khandagiri has broken benches and no lights. Unsafe at night.,park khandagiri break bench no light unsafe night,Parks,synthetic
631,The borwell near Chandrasekharpur is not working since last week. No drinking water available.,borwell chandrasekharpur not work week no drinking water available,Water,synthetic
632,The traffic signal near Bhubaneswar Old Town is not working since last month. Huge traffic jams forming.,traffic signal bhubaneswar old town not work month huge traffic jam form,Traffic,synthetic
633,Road rage incidents near IRC Village junction are increasing due to no signals.,road rage incident irc village junction increase no signal,Traffic,synthetic
634,Traffic signal poles near Sishu Bhawan Chowk are damaged and wires are hanging out.,traffic signal pole sishu bhawan chowk damage wire hang,Traffic,synthetic
635,Water pressure is very low in Unit-6 chowk. We are not getting enough water.,water pressure low unit chowk not get water,Water,synthetic
636,Road dividers on Bhubaneswar Old Town marg are broken and posing danger to motorists.,road divider bhubaneswar old town marg break pose danger motorist,Roads,synthetic
637,Trucks are parked illegally overnight on Bhubaneswar Old Town colony. daily commuters are suffering.,truck park illegally overnight bhubaneswar old town colony daily commuter suffer,Traffic,synthetic
638,Power outage in Rourkela since last week. All perishable food is getting wasted.,power outage rourkela week perishable food get waste,Electricity,synthetic
639,Public toilet near Vani Vihar is broken and overflowing for two weeks now. urgent attention required.,public toilet vani vihar break overflow week urgent attention require,Sanitation,synthetic
640,Heavy potholes on Khandagiri marg are causing accidents even after multiple complaints.,heavy pothole khandagiri marg cause accident multiple complaint,Roads,synthetic
641,"Vehicles are parked on both sides of the road near Bhubaneswar Old Town, blocking traffic.",vehicle park side road bhubaneswar old town block traffic,Traffic,synthetic
642,The road near Cuttack is completely dark at night and full of potholes. urgent attention required.,road cuttack completely dark night pothole urgent attention require,Roads,synthetic
643,Dirty and foul-smelling water is coming from taps in Nayapalli again and again. this needs to be fixed immediately.,dirty foul smelling water come tap nayapalli need fix immediately,Water,synthetic
644,Frequent voltage fluctuations in Barmunda are damaging our appliances for the past four days.,frequent voltage fluctuation barmunda damage appliance past day,Electricity,synthetic
645,Our electricity bill near Nayapalli has come 3 times higher than normal without reason.,electricity bill nayapalli come time high normal reason,Electricity,synthetic
646,The traffic signal near Acharya Vihar is not working for two weeks now. Huge traffic jams forming.,traffic signal acharya vihar not work week huge traffic jam form,Traffic,synthetic
647,Illegal parking near Jaydev Vihar marg is blocking traffic flow completely.,illegal parking jaydev vihar marg block traffic flow completely,Traffic,synthetic
648,No drinking water in Bhubaneswar Old Town colony since Monday. Residents are buying water at high cost.,no drinking water bhubaneswar old town colony monday resident buy water high cost,Water,synthetic
649,There is frequent power cut in Kalinga Nagar since last week. urgent attention required.,frequent power cut kalinga nagar week urgent attention require,Electricity,synthetic
650,Night time racing of vehicles near Brahmapur is a serious safety issue. urgent attention required.,night time racing vehicle brahmapur safety issue urgent attention require,Traffic,synthetic
651,Sewage drain near Brahmapur is blocked and water is overflowing on the road. elderly people are affected.,sewage drain brahmapur block water overflow road elderly people affect,Sanitation,synthetic
652,Water supply has been cut near Vani Vihar without any prior notice even after multiple complaints. we have been suffering daily.,water supply cut vani vihar prior notice multiple complaint suffer daily,Water,synthetic
653,Broken street light near Puri school is causing safety concern for students.,broken street light puri school cause safety concern student,Electricity,synthetic
654,Sewer overflow from the drain near Chandrasekharpur is entering residential buildings.,sewer overflow drain chandrasekharpur enter residential building,Sanitation,synthetic
655,No zebra crossing near Nayapalli school. Children risk their life daily. children are at risk.,no zebra crossing nayapalli school child risk life daily child risk,Traffic,synthetic
656,The electric pole near Nayapalli has a loose wire hanging dangerously.,electric pole nayapalli loose wire hang dangerously,Electricity,synthetic
657,The road from Dumduma to the main highway is in terrible condition.,road dumduma main highway terrible condition,Roads,synthetic
658,Broken road near Bomikhal is flooded with water during rains. it is a public safety hazard.,broken road bomikhal flood water rain public safety hazard,Roads,synthetic
659,Frequent voltage fluctuations in Bomikhal are damaging our appliances repeatedly.,frequent voltage fluctuation bomikhal damage appliance repeatedly,Electricity,synthetic
660,Water supply timings in Vani Vihar are erratic. We never know when water will come.,water supply timing vani vihar erratic never know water come,Water,synthetic
661,The electricity pole near Khandagiri has tilted and could fall any moment. children are at risk.,electricity pole khandagiri tilt fall moment child risk,Electricity,synthetic
